timestamp;cpu;mem;disk;net_sent;net_recv
1765245809;1.5;27.2;6.1;8554030;2198407
1765245810;12.4;27.2;6.1;8555024;2199461
1765245811;14;27.2;6.1;8555967;2200631
1765245812;13.4;27.2;6.1;8556910;2201849
1765245813;7;27.2;6.1;8558640;2203605
1765245814;10;27.2;6.1;8559582;2204822
1765245815;13.3;27.2;6.1;8560577;2205937
1765245816;13.6;27.2;6.1;8561572;2206992
1765245817;13.8;27.3;6.1;8563104;2208845
1765245819;13.8;27.3;6.1;8565048;2210343
1765245820;11.8;27.3;6.1;8567033;2211841
1765245821;13.7;27.3;6.1;8569059;2213339
1765245822;13.4;27.3;6.1;8571178;2214889
1765245823;13.5;27.3;6.1;8573338;2216665
1765245824;13.5;27.3;6.1;8575487;2218378
1765245825;13.8;27.3;6.1;8577729;2219928
1765245826;13.8;27.3;6.1;8579960;2221641
1765245827;14;27.3;6.1;8582284;2223191
1765245828;13.8;27.3;6.1;8584647;2224681
1765245829;13.9;27.3;6.1;8587010;2226446
1765245831;13.8;27.3;6.1;8589362;2228111
1765245832;14.4;27.3;6.1;8591879;2229661
1765245833;14.2;27.3;6.1;8594897;2233676
1765245834;12.3;27.3;6.1;8597508;2235406
1765245835;13.4;27.3;6.1;8599992;2237022
1765245836;13.6;27.3;6.1;8603917;2238847
1765245837;13.8;27.3;6.1;8604996;2240046
1765245838;4.1;27.3;6.1;8608494;2242466
1765245839;13.8;27.3;6.1;8611266;2244153
1765245840;14.3;27.3;6.1;8614741;2246703
1765245841;13.9;27.3;6.1;8617668;2248468
1765245843;14;27.3;6.1;8620584;2250330
1765245844;14.2;27.3;6.1;8623467;2251888
1765245845;14;27.3;6.1;8628734;2254494
1765245846;13;27.3;6.1;8631749;2256098
1765245847;13.7;27.3;6.1;8634731;2257780
1765245848;13.1;27.3;6.1;8638506;2259913
1765245849;14.8;27.3;6.1;8668894;2265011
1765245850;13.8;27.3;6.1;8672215;2266997
1765245851;14.8;27.3;6.1;8675505;2268746
1765245852;12.9;27.3;6.1;8678795;2270350
1765245853;13.5;27.3;6.1;8682799;2273075
1765245855;13.8;27.3;6.1;8686171;2274625
1765245856;13.9;27.3;6.1;8689584;2276254
1765245857;14.1;27.3;6.1;8693506;2278493
1765245858;14.1;27.3;6.1;8695029;2279866
1765245859;11.3;27.3;6.1;8698565;2281555
1765245860;15.6;27.2;6.1;8736121;3140120
1765245861;19.1;27.2;6.1;8772166;4416523
1765245862;21.4;27.2;6.1;8812113;5893227
1765245863;22.6;27.2;6.1;8836929;6745173
1765245864;20.9;26.9;6.1;8841331;6747378
1765245866;21.3;27.2;6.1;8847474;6749410
1765245867;49.8;29;6.1;8859862;6751740
1765245868;30.1;26.4;6.1;8916485;7692940
1765245869;21.5;26.4;6.1;8951484;8805398
1765245870;12.2;26.3;6.1;8984221;9978105
1765245871;18.8;26.3;6.1;9016995;11008825
1765245872;18.3;26.4;6.1;9053824;12376208
1765245873;18.9;26.4;6.1;9096621;13795650
1765245874;18.6;26.4;6.1;9137514;15279507
1765245875;20.3;26.6;6.1;9170577;16266744
1765245877;63.3;26.8;6.1;9218431;16536197
1765245878;26.4;26.3;6.1;9257298;16540502
1765245879;30.3;26.3;6.1;9261807;16542836
1765245880;28.6;26.3;6.1;9459277;16552891
1765245881;15;26.4;6.1;9463630;16554772
1765245882;14.8;26.4;6.1;9481064;16557392
1765245883;21.8;26.4;6.1;9486213;16560085
1765245884;14.2;26.4;6.1;9490814;16561696
1765245885;13.8;26.4;6.1;9495385;16563247
1765245886;14.2;26.4;6.1;9500070;16565073
1765245888;13;26.4;6.1;9505408;16567273
1765245889;13.3;26.4;6.1;9510175;16568884
1765245890;13.8;26.4;6.1;9514984;16570710
1765245891;13.8;26.4;6.1;9519835;16573903
1765245892;12;26.4;6.1;9527244;16576223
1765245893;13.6;26.4;6.1;9532177;16578049
1765245894;13.6;26.4;6.1;9537152;16579660
1765245895;14.3;26.4;6.1;9542828;16581972
1765245896;13.7;26.4;6.1;9547887;16583798
1765245897;13.8;26.4;6.1;9552988;16585469
1765245898;13.4;26.4;6.1;9558079;16587243
1765245900;3.4;26.4;6.1;9591216;17189738
1765245901;18.7;26.4;6.1;9635105;18616841
1765245902;18.4;26.5;6.1;9677689;20145894
1765245903;15.9;26.4;6.1;9718877;21624667
1765245904;17.7;26.4;6.1;9752885;22846172
1765245905;19.9;26.4;6.1;9787439;24225985
1765245906;21.2;26.5;6.1;9828251;25689102
1765245907;9.6;26.5;6.1;9868938;27139464
1765245908;20.3;26.5;6.1;9904079;28348670
1765245909;19.7;26.5;6.1;9943840;29728089
1765245911;20.9;26.6;6.1;9983643;31222400
1765245912;21.2;26.6;6.1;10021670;32874728
1765245913;21.8;26.6;6.1;10057368;34682597
1765245914;26.2;26.6;6.1;10098265;36723431
1765245915;29.4;26.7;6.1;10126328;38175859
1765245916;20.1;26.7;6.1;10165790;39900733
1765245917;18.6;26.7;6.1;10196883;41588755
1765245918;19;26.7;6.1;10230676;43420093
1765245919;10.3;26.7;6.1;10265413;45545697
1765245920;19.1;26.8;6.1;10287086;47343672
1765245922;19.9;26.7;6.1;10314558;49550786
1765245923;20.1;26.7;6.1;10351696;51214736
1765245924;13.4;26.8;6.1;10373984;53514768
1765245925;20.9;26.8;6.1;10396097;56232925
1765245926;21;26.9;6.1;10419462;58058635
1765245927;21.9;26.9;6.1;10433227;60596760
1765245928;23.1;26.8;6.1;10448196;63333246
1765245929;25.8;26.3;6.1;10480109;65780259
1765245930;23.9;27.2;6.1;10481868;65781671
1765245931;10.8;27.2;6.1;10488893;65784087
1765245932;10.7;27.2;6.1;10495372;65785647
1765245934;14;27.2;6.1;10501946;65787259
1765245935;14.4;27.2;6.1;10508509;65789094
1765245936;17.4;27.2;6.1;10515776;65791417
1765245937;13.8;27.2;6.1;10522477;65793083
1765245938;11.8;27.2;6.1;10529126;65794858
1765245939;13.8;27.2;6.1;10536406;65797113
1765245940;13.9;27.2;6.1;10543337;65798725
1765245941;12.8;25.9;6.1;10550115;65800560
1765245942;13.6;25.9;6.1;10556936;65802120
1765245943;13.8;26;6.1;10564516;65804814
1765245944;13.9;26;6.1;10571475;65806480
1765245946;13.8;26;6.1;10584270;65808160
1765245947;12;26;6.1;10591352;65809987
1765245948;13.8;26;6.1;10599010;65812188
1765245949;10.7;26;6.1;10606172;65815215
1765245950;13.8;26;6.1;10613447;65817102
1765245951;14;26;6.1;10621334;65819590
1765245952;12.2;26;6.1;10628578;65821202
1765245953;13.9;26;6.1;10635861;65823089
1765245954;13.9;26;6.1;10643185;65824701
1765245955;13.9;26;6.1;10651214;65827229
1765245956;9.7;26;6.1;10658620;65828841
1765245958;13.7;26;6.1;10672484;65830767
1765245959;13.5;26;6.1;10680084;65832834
1765245960;13.4;26;6.1;10688241;65835087
1765245961;14;26.1;6.1;10695851;65836866
1765245962;11.8;26.1;6.1;10703502;65842909
1765245963;14.2;26.1;6.1;10712087;65845664
1765245964;14;26.1;6.1;10720072;65847500
1765245965;13.7;26.1;6.1;10727922;65849286
1765245966;13.2;26.1;6.1;10735763;65850968
1765245967;14.5;26.1;6.1;10744433;65853496
1765245968;17.1;26.1;6.1;10785350;65860764
1765245970;14.5;26.1;6.1;10793320;65862438
1765245971;14.7;26.1;6.1;10814322;65865280
1765245972;15.3;26.1;6.1;10871608;65878781
1765245973;15.9;26.1;6.1;10895476;65883354
1765245974;12.7;26.2;6.1;10903670;65885181
1765245975;13.5;26.2;6.1;10912589;65887618
1765245976;14.4;26.2;6.1;10920817;65889238
1765245977;13.3;26.2;6.1;10929140;65891125
1765245978;13.7;26.2;6.1;10937506;65894272
1765245979;14.5;26.2;6.1;10993356;65909272
1765245980;10.5;26.2;6.1;11007937;65912549
1765245982;15.9;26.3;6.1;11061959;65925950
1765245983;16.6;26.3;6.1;11084029;65929849
1765245984;13.8;26.3;6.1;11092610;65931521
1765245985;12.5;26.3;6.1;11101361;65933299
1765245986;9.3;26.3;6.1;11110907;65935901
1765245987;13.4;26.3;6.1;11119615;65937572
1765245988;14.7;26.3;6.1;11128439;65939304
1765245989;2.2;26.3;6.1;11139496;65942104
1765245990;14.1;26.3;6.1;11149864;65944152
1765245991;14.2;26.3;6.1;11158744;65946039
1765245992;14;26.3;6.1;11159741;65947443
1765245994;14.2;26.3;6.1;11169399;65950604
1765245995;13.9;26.3;6.1;11178383;65952439
1765245996;13.9;26.3;6.1;11187390;65954171
1765245997;14.1;26.4;6.1;11196512;65955783
1765245998;14.1;26.4;6.1;11206195;65958367
1765245999;12.7;26.4;6.1;11215475;65960147
1765246000;13.5;26.4;6.1;11224654;65961873
1765246001;12.8;26.4;6.1;11242879;65965245
1765246002;13.7;26.4;6.1;11255395;65967127
1765246003;12.8;26.4;6.1;11264766;65968973
1765246004;13.2;26.4;6.1;11274232;65970800
1765246006;13.6;26.4;6.1;11284704;65973517
1765246007;9.5;26.4;6.1;11294204;65975352
1765246008;13.8;26.4;6.1;11303797;65978378
1765246009;13.6;26.4;6.1;11306755;65979563
1765246010;13.6;26.6;6.1;11316981;65982093
1765246011;11.1;26.6;6.1;11326661;65983932
1765246012;13.6;26.6;6.1;11344428;65985979
1765246013;5.1;26.6;6.1;11355553;65988749
1765246014;13.6;26.6;6.1;11365403;65990480
1765246015;13.5;26.7;6.1;11366484;65991603
1765246016;13.9;26.7;6.1;11376222;65993364
1765246018;13.6;26.7;6.1;11386698;65995627
1765246019;10.3;26.7;6.1;11396678;65997514
1765246020;13.8;26.7;6.1;11415626;65999627
1765246021;14.5;26.8;6.1;11427359;66001732
1765246022;13.8;26.8;6.1;11438102;66004332
1765246023;10.7;26.8;6.1;11448245;66006118
1765246024;13.8;26.8;6.1;11460171;66007682
1765246025;14.6;26.8;6.1;11476712;66010340
1765246026;13.7;26.8;6.1;11487036;66012132
1765246027;14;26.8;6.1;11497403;66013744
1765246028;13.6;26.8;6.1;11507955;66015685
1765246029;13.4;26.8;6.1;11509540;66017439
1765246031;9.3;26.8;6.1;11520054;66019501
1765246032;13.2;26.8;6.1;11530589;66021046
1765246033;13.6;26.8;6.1;11531586;66022103
1765246034;13.3;26.8;6.1;11542747;66025003
1765246035;10.3;26.8;6.1;11553412;66026729
1765246036;13.7;26.8;6.1;11565600;66029273
1765246037;13.8;26.8;6.1;11576948;66031871
1765246038;12.4;26.8;6.1;11590970;66033851
1765246039;13.7;26.8;6.1;11591967;66034968
1765246040;13.9;27.4;6.1;11602919;66036915
1765246041;14.1;27.4;6.1;11614454;66039238
1765246043;13.8;27.4;6.1;11625440;66041133
1765246044;13.8;27.4;6.1;11636521;66043091
1765246045;12.1;27.4;6.1;11647645;66044823
1765246046;1.3;27.4;6.1;11659531;66047579
1765246047;13.7;27.4;6.1;11670687;66049258
1765246048;13.6;27.4;6.1;11684026;66051058
1765246049;13.8;27.4;6.1;11695985;66053708
1765246050;13.6;27.4;6.1;11707323;66055440
1765246051;14;27.4;6.1;11718704;66057232
1765246052;13.8;27.4;6.1;11730126;66059693
1765246053;13.8;27.4;6.1;11742245;66062128
1765246055;14;27.4;6.1;11753753;66063860
1765246056;14.5;27.4;6.1;11765250;66065815
1765246057;12.8;27.4;6.1;11776790;66067495
1765246058;13.6;27.4;6.1;11789086;66070199
1765246059;13.2;27.4;6.1;11801745;66071819
1765246060;13.4;27.4;6.1;11813466;66073551
1765246061;13.8;27.4;6.1;11825888;66076362
1765246062;13.6;27.4;6.1;11837695;66078148
1765246063;13.2;27.4;6.1;11849545;66080108
1765246064;13.4;27.4;6.1;11863042;66083740
1765246065;13.8;27.4;6.1;11875564;66086055
1765246066;13.4;27.4;6.1;11887563;66087735
1765246068;12.7;27.4;6.1;11899585;66089682
1765246069;12.3;27.4;6.1;11911599;66091362
1765246070;14.2;27.4;6.1;11913185;66093277
1765246071;9.4;27.4;6.1;11925337;66095176
1765246072;13.9;27.4;6.1;11937478;66096855
1765246073;13.8;27.4;6.1;11950328;66099413
1765246074;13.4;27.4;6.1;11964523;66101435
1765246075;13.3;27.4;6.1;11976866;66103115
1765246076;13.8;27.4;6.1;11989304;66105062
1765246077;13.5;27.4;6.1;12002375;66107437
1765246078;13.6;27.4;6.1;12014899;66109169
1765246080;13.8;27.4;6.1;12028946;66111346
1765246081;14.4;27.4;6.1;12041556;66113245
1765246082;13.2;27.4;6.1;12054795;66115835
1765246083;13.8;27.4;6.1;12067439;66117741
1765246084;14;27.4;6.1;12080178;66120118
1765246085;50;27.4;6.1;12095024;66122863
1765246086;13.8;27.4;6.1;12107752;66124603
1765246087;12.6;27.4;6.1;12120521;66126283
1765246088;13.8;27.4;6.1;12133405;66128292
1765246089;13.8;27.4;6.1;12146922;66130675
1765246090;14;27.4;6.1;12159892;66133216
1765246092;12.2;27.4;6.1;12172885;66135163
1765246093;13.9;27.4;6.1;12185919;66136949
1765246094;13.7;27.4;6.1;12201189;66141140
1765246095;13.6;27.4;6.1;12215841;66143154
1765246096;10.4;27.4;6.1;12229004;66144886
1765246097;13.8;27.4;6.1;12242801;66147476
1765246098;14.7;27.4;6.1;12256134;66149274
1765246099;13.4;27.4;6.1;12281931;66151347
1765246100;14;27.4;6.1;12296486;66153829
1765246101;14.1;27.4;6.1;12310563;66156264
1765246102;14;27.4;6.1;12325806;66158382
1765246104;14.1;27.4;6.1;12339257;66160503
1765246105;13.6;27.4;6.1;12352803;66162235
1765246106;1.3;27.4;6.1;12367050;66164885
1765246107;12.9;27.4;6.1;12380680;66166616
1765246108;13.8;27.4;6.1;12394302;66168296
1765246109;14;27.4;6.1;12408019;66170243
1765246110;14;27.4;6.1;12422548;66172836
1765246111;14.2;27.4;6.1;12436419;66174795
1765246112;13.6;27.4;6.1;12450281;66176810
1765246113;14.1;27.4;6.1;12465078;66180053
1765246114;13.8;27.4;6.1;12479078;66182538
1765246116;13.9;27.4;6.1;12493121;66184545
1765246117;12.6;27.4;6.1;12507207;66186337
1765246118;13.8;27.4;6.1;12521998;66188987
1765246119;14.1;27.4;6.1;12539535;66191199
1765246120;10.6;27.4;6.1;12553698;66192939
1765246121;13.8;27.4;6.1;12555441;66195147
1765246122;13.5;27.4;6.1;12569742;66196873
1765246123;14.2;27.4;6.1;12584034;66200134
1765246124;13.8;27.4;6.1;12598369;66202149
1765246125;13.8;27.4;6.1;12599904;66203797
1765246126;13.8;27.4;6.1;12614377;66205589
1765246128;13.7;27.4;6.1;12628841;66207544
1765246129;12.8;27.4;6.1;12643305;66209284
1765246130;13.8;27.4;6.1;12658403;66211607
1765246131;9.3;27.4;6.1;12673005;66213781
1765246132;13.8;27.4;6.1;12687649;66215572
1765246133;13.8;27.4;6.1;12702928;66218162
1765246134;13.4;27.4;6.1;12717658;66219954
1765246135;13.7;27.4;6.1;12732431;66221746
1765246136;13.6;27.4;6.1;12747319;66223753
1765246137;13.5;27.4;6.1;12776673;66226803
1765246138;11.1;27.4;6.1;12791690;66228835
1765246139;14;27.4;6.1;12806626;66230790
1765246141;13.8;27.4;6.1;12821655;66232749
1765246142;13.8;27.4;6.1;12840331;66235228
1765246143;15.4;27.7;6.1;12845754;66236972
1765246144;13.7;27.7;6.1;12860817;66238712
1765246145;14.2;27.7;6.1;12876639;66241362
1765246146;15.5;27.7;6.1;12891912;66243214
1765246147;14.2;27.7;6.1;12907228;66245006
1765246148;13.8;27.7;6.1;12922463;66246961
1765246149;13.9;27.7;6.1;12938404;66249464
1765246150;14;27.7;6.1;12955465;66251837
1765246151;12.2;27.7;6.1;12981906;66255508
1765246153;13.3;27.7;6.1;13000900;66257486
1765246154;13.4;27.7;6.1;13017053;66259989
1765246155;13.6;27.7;6.1;13032587;66261944
1765246156;14.2;27.7;6.1;13048216;66263676
1765246157;13.9;27.7;6.1;13064246;66265643
1765246158;12.1;27.7;6.1;13067508;66267523
1765246159;13.8;27.7;6.1;13083171;66269263
1765246160;13.6;27.7;6.1;13098877;66271003
1765246161;4.3;27.7;6.1;13115288;66273613
1765246162;15.3;27.7;6.1;13145948;66275899
1765246163;14.2;27.7;6.1;13163429;66278536
1765246165;14.3;27.7;6.1;13179401;66280328
1765246166;14;27.7;6.1;13196851;66282829
1765246167;13.4;27.7;6.1;13212907;66284836
1765246168;14;27.7;6.1;13228954;66286576
1765246169;11.5;27.7;6.1;13245042;66288531
1765246170;14;27.7;6.1;13261887;66291026
1765246171;14.2;27.7;6.1;13278059;66292933
1765246172;13.7;27.7;6.1;13294274;66294888
1765246173;13.6;27.7;6.1;13311354;66297601
1765246174;13.7;27.7;6.1;13327655;66299341
1765246175;13.6;27.7;6.1;13344051;66301348
1765246177;14.3;27.7;6.1;13360438;66303088
1765246178;2.3;27.7;6.1;13377458;66305471
1765246179;13.3;27.7;6.1;13378538;66306808
1765246180;13.8;27.7;6.1;13395105;66308540
1765246181;13.5;27.7;6.1;13411715;66312129
1765246182;13.8;27.7;6.1;13428905;66314512
1765246183;14.1;27.7;6.1;13445601;66316530
1765246184;14;27.7;6.1;13463872;66318891
1765246185;13.8;27.7;6.1;13481469;66321392
1765246186;13.1;27.7;6.1;13498520;66323370
1765246187;13.8;27.7;6.1;13515458;66325377
1765246189;13.7;27.7;6.1;13532439;66327169
1765246190;14.2;27.7;6.1;13551753;66329696
1765246191;14;27.7;6.1;13568820;66331870
1765246192;13.9;27.7;6.1;13585928;66333662
1765246193;13.9;27.7;6.1;13603456;66335675
1765246194;11.5;27.7;6.1;13621312;66338170
1765246195;13.6;27.7;6.1;13638549;66339962
1765246196;13.9;27.7;6.1;13655829;66342029
1765246197;3.2;27.7;6.1;13673885;66344530
1765246198;13.8;27.7;6.1;13691249;66346321
1765246199;14;27.7;6.1;13708657;66348328
1765246201;14.3;27.7;6.1;13726054;66350175
1765246202;14.5;27.7;6.1;13744167;66352670
1765246203;13;27.7;6.1;13762377;66354909
1765246204;14.4;27.7;6.1;13779860;66356649
1765246205;11.6;27.7;6.1;13799052;66358866
1765246206;13.8;27.7;6.1;13817199;66361243
1765246207;13.6;27.7;6.1;13840451;66363361
1765246208;13.9;27.7;6.1;13859679;66365670
1765246209;13.9;27.7;6.1;13878203;66369700
1765246210;14;27.7;6.1;13895985;66371607
1765246212;14.3;27.7;6.1;13913860;66373614
1765246213;14.2;27.7;6.1;13931726;66375354
1765246214;13.3;27.7;6.1;13950298;66377797
1765246215;14;27.7;6.1;13968302;66379804
1765246216;13.7;27.7;6.1;13986234;66381536
1765246217;13.4;27.7;6.1;14004299;66383617
1765246218;13.6;27.7;6.1;14023049;66386046
1765246219;14;27.7;6.1;14042485;66387732
1765246220;14.1;27.7;6.1;14060659;66389799
1765246221;14.2;27.7;6.1;14079464;66392234
1765246222;10.8;27.7;6.1;14097722;66394026
1765246224;13.6;27.7;6.1;14115971;66396147
1765246225;14;27.7;6.1;14134387;66397999
1765246226;14;27.7;6.1;14153436;66400434
1765246227;13.4;27.7;6.1;14171884;66402449
1765246228;13.9;27.7;6.1;14190581;66404616
1765246229;11.6;27.7;6.1;14209125;66406328
1765246230;13.9;27.7;6.1;14228291;66408831
1765246231;14.2;27.7;6.1;14246961;66410910
1765246232;13.7;27.7;6.1;14269145;66413259
1765246233;2.4;27.7;6.1;14298057;66416003
1765246234;13.8;27.7;6.1;14307771;66417919
1765246236;14.4;27.7;6.1;14326560;66420534
1765246237;13;27.7;6.1;14345444;66422386
1765246238;14.2;27.7;6.1;14365085;66424987
1765246239;8.5;27.7;6.1;14384053;66428469
1765246240;13.8;27.7;6.1;14403063;66430320
1765246241;14;27.7;6.1;14424240;66433246
1765246242;13.9;27.7;6.1;14443336;66435098
1765246243;14.1;27.7;6.1;14464005;66437386
1765246244;14;27.7;6.1;14494294;66439888
1765246245;14;27.7;6.1;14521215;66442631
1765246247;10.6;27.7;6.1;14543512;66444143
1765246248;13.8;27.7;6.1;14567361;66446272
1765246249;13.8;27.7;6.1;14575684;66447815
1765246250;13.6;27.7;6.1;14595528;66450132
1765246251;8.3;27.7;6.1;14614962;66452366
1765246252;13.6;27.7;6.1;14645547;66454790
1765246253;13.7;27.7;6.1;14674592;66457815
1765246254;14.3;27.7;6.1;14694145;66459495
1765246255;13.8;27.7;6.1;14713793;66461347
1765246256;13.9;27.7;6.1;14733484;66463414
1765246257;13.9;27.7;6.1;14753809;66465909
1765246258;13.8;27.7;6.1;14773514;66468273
1765246260;13.8;27.7;6.1;14776002;66469613
1765246261;14.5;27.7;6.1;14795822;66471632
1765246262;14;27.7;6.1;14816421;66474187
1765246263;8.6;27.7;6.1;14836555;66476735
1765246264;14.2;27.7;6.1;14875429;66478954
1765246265;25;27.7;6.1;14896272;66481730
1765246266;13.7;27.7;6.1;14916365;66483530
1765246267;14;27.7;6.1;14936553;66486797
1765246268;14.2;27.7;6.1;14956782;66488864
1765246269;13.8;27.7;6.1;14977646;66491299
1765246270;13.8;27.7;6.1;14997961;66493318
1765246272;12.3;27.7;6.1;15018319;66495385
1765246273;13.4;27.7;6.1;15038720;66497237
